lat,lon,bonitet,лён,картофель,овёс,рожь,пшеница
57.829,37.602,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,ограниченно пригодная
56.964,38.348,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.223,39.742,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.178,37.889,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.118,39.103,45,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.989,39.32,60,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.373,39.925,65,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.933,39.421,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.55,39.195,65,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.345,40.646,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.486,38.377,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.243,38.988,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.854,38.393,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.484,40.337,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.655,38.237,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.857,39.492,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.394,39.094,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.367,39.017,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
58.286,37.512,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.951,37.916,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.082,39.948,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.662,38.35,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.309,38.097,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.787,39.069,73,непригодная,ограниченно пригодная,непригодная,ограниченно пригодная,непригодная
57.925,39.65,65,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.644,39.774,53,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.889,38.868,70,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.114,38.94,56,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.299,38.64,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.914,38.969,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.209,40.884,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.484,39.815,53,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.386,38.61,49,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
56.95,38.694,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.137,37.903,56,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
57.695,39.772,75,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.266,38.976,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.388,39.381,45,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.98,39.455,65,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.108,38.877,68,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.135,37.808,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.836,37.611,78,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.639,38.924,81,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.305,38.391,49,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
57.177,39.125,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.987,38.746,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.769,38.255,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.987,39.555,65,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.883,39.173,51,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.741,40.393,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
58.716,39.033,49,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
58.462,38.09,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.221,39.862,53,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.495,38.45,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.568,40.099,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.348,40.479,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
56.599,38.899,70,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.215,40.02,66,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.791,38.151,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.544,39.591,49,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
56.921,39.202,58,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.608,38.73,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.881,38.759,68,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.922,40.459,64,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.918,39.166,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.431,38.746,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.511,38.285,68,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.746,37.731,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,ограниченно пригодная
58.228,40.459,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.906,39.369,65,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.151,38.445,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.085,38.086,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.097,38.599,46,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.888,38.504,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.075,38.26,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.571,38.389,71,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.903,39.478,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.708,39.419,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.786,37.55,78,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.48,39.01,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.209,38.696,48,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
58.458,40.902,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.295,41.053,58,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.55,38.025,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.436,38.805,49,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
57.633,38.339,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.37,38.124,71,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.14,38.927,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.72,39.209,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.91,38.231,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.839,38.843,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.581,40.366,69,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
57.509,40.219,69,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.266,37.763,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.544,39.537,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.239,39.539,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.437,38.305,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.234,39.837,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.085,39.779,53,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.865,39.616,70,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.47,40.843,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
56.713,38.746,76,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.005,38.603,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.448,38.617,53,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.86,38.664,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.238,39.028,45,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.872,38.016,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
58.501,40.861,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.855,39.033,70,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.648,38.316,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.042,38.847,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.633,37.844,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.427,40.791,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
56.661,38.929,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.663,39.006,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.183,37.663,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.789,38.106,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.282,39.808,58,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.403,38.07,44,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
58.443,38.75,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.857,39.173,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,ограниченно пригодная
58.513,38.188,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.405,37.853,44,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
58.861,39.582,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.092,38.879,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.777,38.689,73,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.832,39.189,70,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.615,38.762,48,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
56.955,39.236,58,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.937,40.296,64,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.327,39.503,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
56.95,38.662,66,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.834,37.81,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.324,41.049,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.054,39.953,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.235,39.496,45,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.939,38.104,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.889,38.346,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.658,38.28,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
56.823,38.78,68,подходящая,подходящая,подходящая,ограниченно пригодная,ограниченно пригодная
58.453,40.063,48,непригодная,непригодная,непригодная,непригодная,непригодная
57.447,40.056,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
58.692,39.656,53,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.244,39.22,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.502,38.592,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.313,38.673,73,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.204,38.086,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.554,40.095,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
56.572,39.277,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.319,41.116,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.846,37.991,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.493,38.531,70,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
56.928,38.897,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.716,38.201,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.035,39.93,45,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.663,38.339,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.904,39.397,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
58.111,40.556,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.883,39.021,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.254,38.538,48,непригодная,непригодная,непригодная,непригодная,непригодная
58.816,39.123,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.589,38.791,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.29,39.324,45,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.14,40.703,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.247,40.823,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.314,40.321,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.787,39.313,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
57.836,39.089,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.044,40.678,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
56.618,38.707,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.087,39.878,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.49,38.938,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.652,38.156,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.503,38.041,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.651,39.019,53,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.452,40.425,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.405,39.469,45,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.114,38.133,50,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.392,38.294,73,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
56.921,39.277,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.857,38.31,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
58.357,39.88,49,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.018,40.095,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.603,39.729,53,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.877,38.54,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.484,40.689,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.241,40.108,69,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,ограниченно пригодная
57.638,38.845,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.38,40.344,69,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.885,38.929,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.694,39.236,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.491,38.633,62,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.059,38.301,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.005,38.549,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.458,39.424,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.337,40.224,69,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.769,39.408,60,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.547,38.913,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.292,38.601,73,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
56.94,38.384,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.624,37.923,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.722,39.79,70,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.579,39.053,44,непригодная,непригодная,непригодная,непригодная,непригодная
58.391,39.272,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.062,39.146,68,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.566,38.823,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.005,38.585,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.145,38.96,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.066,39.745,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.841,38.994,75,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.529,38.111,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.458,39.62,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.798,38.61,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.846,37.98,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.609,38.063,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.563,39.53,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.18,40.242,45,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.395,39.65,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.167,39.469,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.974,38.816,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.041,38.841,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.692,39.686,49,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.231,37.62,44,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
58.102,38.249,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
57.956,39.153,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.164,39.369,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.329,38.522,48,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
57.875,40.285,69,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.173,39.932,53,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.853,37.498,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.183,38.395,53,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.057,38.999,73,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.308,40.19,69,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.786,37.675,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
